dttm,lon,lat,sst
2021-07-12T10:20:00.000Z,-138.625,0.125,26.010000000000048
2021-07-12T10:20:00.000Z,-138.375,0.125,25.974000000000046
2021-07-12T10:20:00.000Z,-138.125,0.125,25.973000000000013
2021-07-12T10:20:00.000Z,-137.875,0.125,25.997000000000014
2021-07-12T10:20:00.000Z,-137.625,0.125,25.95700000000005
2021-07-12T10:20:00.000Z,-137.375,0.125,25.932000000000016
2021-07-12T10:20:00.000Z,-137.125,0.125,25.939999999999998
2021-07-12T10:20:00.000Z,-136.875,0.125,25.857000000000028
2021-07-12T10:20:00.000Z,-136.625,0.125,25.861000000000047
2021-07-12T10:20:00.000Z,-136.375,0.125,25.81600000000003
2021-07-12T10:20:00.000Z,-136.125,0.125,25.829000000000008
2021-07-12T10:20:00.000Z,-135.875,0.125,25.847000000000037
2021-07-12T10:20:00.000Z,-135.625,0.125,25.851
2021-07-12T10:20:00.000Z,-135.375,0.125,25.825000000000045
2021-07-12T10:20:00.000Z,-135.125,0.125,25.807000000000016
2021-07-12T10:20:00.000Z,-134.875,0.125,25.729000000000042
2021-07-12T10:20:00.000Z,-134.625,0.125,25.825000000000045
2021-07-12T10:20:00.000Z,-134.375,0.125,25.66700000000003
2021-07-12T10:20:00.000Z,-134.125,0.125,25.626000000000033
2021-07-12T10:20:00.000Z,-133.875,0.125,25.688000000000045
2021-07-12T10:20:00.000Z,-133.625,0.125,25.758000000000038
2021-07-12T10:20:00.000Z,-133.375,0.125,25.699000000000012
2021-07-12T10:20:00.000Z,-133.125,0.125,25.622000000000014
2021-07-12T10:20:00.000Z,-132.875,0.125,25.612000000000023
2021-07-12T10:20:00.000Z,-132.625,0.125,25.598000000000013
2021-07-12T10:20:00.000Z,-132.375,0.125,25.754999999999995
2021-07-12T10:20:00.000Z,-132.125,0.125,25.688000000000045
2021-07-12T10:20:00.000Z,-131.875,0.125,25.739000000000033
2021-07-12T10:20:00.000Z,-131.625,0.125,25.689999999999998
2021-07-12T10:20:00.000Z,-131.375,0.125,25.760000000000048
2021-07-12T10:20:00.000Z,-131.125,0.125,25.810000000000002
2021-07-12T10:20:00.000Z,-130.875,0.125,25.79400000000004
2021-07-12T10:20:00.000Z,-130.625,0.125,25.774
2021-07-12T10:20:00.000Z,-130.375,0.125,25.736000000000047
2021-07-12T10:20:00.000Z,-130.125,0.125,25.710000000000036
2021-07-12T10:20:00.000Z,-129.875,0.125,25.60300000000001
2021-07-12T10:20:00.000Z,-129.625,0.125,25.524
2021-07-12T10:20:00.000Z,-129.375,0.125,25.302999999999997
2021-07-12T10:20:00.000Z,-129.125,0.125,25.218000000000018
2021-07-12T10:20:00.000Z,-128.875,0.125,25.14500000000004
2021-07-12T10:20:00.000Z,-128.625,0.125,25.121000000000038
2021-07-12T10:20:00.000Z,-128.375,0.125,25.05800000000005
2021-07-12T10:20:00.000Z,-128.125,0.125,25.060000000000002
2021-07-12T10:20:00.000Z,-127.875,0.125,24.946000000000026
2021-07-12T10:20:00.000Z,-127.625,0.125,24.950000000000045
2021-07-12T10:20:00.000Z,-127.375,0.125,24.86700000000002
2021-07-12T10:20:00.000Z,-127.125,0.125,24.729000000000042
2021-07-12T10:20:00.000Z,-126.875,0.125,24.605999999999995
2021-07-12T10:20:00.000Z,-126.625,0.125,24.64100000000002
2021-07-12T10:20:00.000Z,-126.375,0.125,24.593000000000018
2021-07-12T10:20:00.000Z,-126.125,0.125,24.512
2021-07-12T10:20:00.000Z,-125.875,0.125,24.581000000000017
2021-07-12T10:20:00.000Z,-125.625,0.125,24.561000000000035
2021-07-12T10:20:00.000Z,-125.375,0.125,24.536
2021-07-12T10:20:00.000Z,-125.125,0.125,24.494000000000028
2021-07-12T10:20:00.000Z,-124.875,0.125,24.448000000000036
2021-07-12T10:20:00.000Z,-124.625,0.125,24.38900000000001
2021-07-12T10:20:00.000Z,-124.375,0.125,24.326999999999998
2021-07-12T10:20:00.000Z,-124.125,0.125,24.245000000000005
2021-07-12T10:20:00.000Z,-123.875,0.125,24.184000000000026
2021-07-12T10:20:00.000Z,-123.625,0.125,24.17500000000001
2021-07-12T10:20:00.000Z,-123.375,0.125,24.089
2021-07-12T10:20:00.000Z,-123.125,0.125,24.13900000000001
2021-07-12T10:20:00.000Z,-122.875,0.125,24.100000000000023
2021-07-12T10:20:00.000Z,-122.625,0.125,24.089
2021-07-12T10:20:00.000Z,-122.375,0.125,24.09200000000004
2021-07-12T10:20:00.000Z,-122.125,0.125,24.149
2021-07-12T10:20:00.000Z,-121.875,0.125,24.168000000000006
2021-07-12T10:20:00.000Z,-121.625,0.125,24.21700000000004
2021-07-12T10:20:00.000Z,-121.375,0.125,24.343000000000018
2021-07-12T10:20:00.000Z,-121.125,0.125,24.339
2021-07-12T10:20:00.000Z,-120.875,0.125,24.376000000000033
2021-07-12T10:20:00.000Z,-120.625,0.125,24.41500000000002
2021-07-12T10:20:00.000Z,-120.375,0.125,24.491000000000042
2021-07-12T10:20:00.000Z,-120.125,0.125,24.449000000000012
2021-07-12T10:20:00.000Z,-119.875,0.125,24.355999999999995
2021-07-12T10:20:00.000Z,-119.625,0.125,24.287000000000035
2021-07-12T10:20:00.000Z,-119.375,0.125,24.242999999999995
2021-07-12T10:20:00.000Z,-119.125,0.125,24.238
2021-07-12T10:20:00.000Z,-118.875,0.125,24.17500000000001
2021-07-12T10:20:00.000Z,-118.625,0.125,24.113
2021-07-12T10:20:00.000Z,-118.375,0.125,24.028999999999996
2021-07-12T10:20:00.000Z,-118.125,0.125,23.968000000000018
2021-07-12T10:20:00.000Z,-117.875,0.125,23.91500000000002
2021-07-12T10:20:00.000Z,-117.625,0.125,23.737000000000023
2021-07-12T10:20:00.000Z,-117.375,0.125,23.507000000000005
2021-07-12T10:20:00.000Z,-117.125,0.125,23.422000000000025
2021-07-12T10:20:00.000Z,-116.875,0.125,23.420000000000016
