station,dttm,lon,lat,log,bottle,z,temp,sal,density,chla,po4,no3,sio2,o2_sens,o2_wink,pH,alk,cruise
S237-048-HC,2011-10-26T12:05:00.000Z,-139.58333333333334,12.778333333333334,2241.3,7,99.149,18.3965,34.5052,24.7993,NA,NA,NA,NA,NA,NA,NA,NA,S237
S237-048-HC,2011-10-26T12:05:00.000Z,-139.58333333333334,12.778333333333334,2241.3,8,97.807,18.687,34.4691,24.6989,NA,NA,NA,NA,NA,NA,NA,NA,S237
S237-048-HC,2011-10-26T12:05:00.000Z,-139.58333333333334,12.778333333333334,2241.3,9,96.402,19.059,34.6282,24.7264,NA,3.3937156845875895,12.59,NA,NA,4.31,NA,NA,S237
S237-048-HC,2011-10-26T12:05:00.000Z,-139.58333333333334,12.778333333333334,2241.3,10,48.956,23.5211,34.84,23.664,0.442,0.009108542289101483,0.437,NA,NA,NA,NA,NA,S237
S237-048-HC,2011-10-26T12:05:00.000Z,-139.58333333333334,12.778333333333334,2241.3,11,24.544,26.5934,33.9568,22.0627,0.34,-0.08983247039684701,-0.006,NA,NA,4.54,NA,NA,S237
S237-048-HC,2011-10-26T12:05:00.000Z,-139.58333333333334,12.778333333333334,2241.3,12,10.573,26.697,33.9629,22.0336,0.27,-0.22587636284002618,0.66,NA,NA,NA,NA,NA,S237
S237-048-HC,2011-10-26T12:05:00.000Z,-139.58333333333334,12.778333333333334,2241.3,13,0,27.1,33.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,S237
S237-052-HC,2011-10-28T12:07:00.000Z,-142.61333333333334,15.1,2457.5,1,575.367,6.6877,34.4793,27.0584,NA,NA,NA,NA,NA,1.01,NA,NA,S237
S237-052-HC,2011-10-28T12:07:00.000Z,-142.61333333333334,15.1,2457.5,2,495.791,7.5184,34.4912,26.9519,NA,NA,NA,NA,NA,0.83,NA,NA,S237
S237-052-HC,2011-10-28T12:07:00.000Z,-142.61333333333334,15.1,2457.5,3,396.304,8.5223,34.5021,26.8099,NA,NA,NA,NA,NA,1.1,NA,NA,S237
S237-052-HC,2011-10-28T12:07:00.000Z,-142.61333333333334,15.1,2457.5,4,296.998,9.7821,34.486,26.5932,NA,NA,NA,NA,NA,1.15,NA,NA,S237
S237-052-HC,2011-10-28T12:07:00.000Z,-142.61333333333334,15.1,2457.5,5,198.891,11.957,34.1997,25.9805,0.008,1.1592978147632527,5.243,NA,NA,3.24,NA,NA,S237
S237-052-HC,2011-10-28T12:07:00.000Z,-142.61333333333334,15.1,2457.5,6,149.209,18.0724,34.7252,25.0501,0.213,0.05033396424158002,27.075,NA,NA,NA,NA,NA,S237
S237-052-HC,2011-10-28T12:07:00.000Z,-142.61333333333334,15.1,2457.5,7,109.994,20.7485,35.0235,24.5856,NA,NA,NA,NA,NA,NA,NA,NA,S237
S237-052-HC,2011-10-28T12:07:00.000Z,-142.61333333333334,15.1,2457.5,8,109.093,20.8219,35.025,24.5669,NA,NA,NA,NA,NA,NA,NA,NA,S237
S237-052-HC,2011-10-28T12:07:00.000Z,-142.61333333333334,15.1,2457.5,9,107.639,20.8666,35.0143,24.5466,NA,-0.19701856747329122,0.455,NA,NA,4.99,NA,NA,S237
S237-052-HC,2011-10-28T12:07:00.000Z,-142.61333333333334,15.1,2457.5,10,50.117,24.9952,35.1828,23.4842,0.12,-0.1434255189350691,0.448,NA,NA,NA,NA,NA,S237
S237-052-HC,2011-10-28T12:07:00.000Z,-142.61333333333334,15.1,2457.5,11,25.01,25.9974,34.6381,22.7628,0.171,-0.20526365186378692,0.301,NA,NA,4.96,NA,NA,S237
S237-052-HC,2011-10-28T12:07:00.000Z,-142.61333333333334,15.1,2457.5,12,10.032,26.0158,34.6367,22.755,0.16,-0.10632263917783842,0.305,NA,NA,NA,NA,NA,S237
S237-052-HC,2011-10-28T12:07:00.000Z,-142.61333333333334,15.1,2457.5,13,0,26.3,34.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,S237
S237-056-HC,2011-10-30T12:00:00.000Z,-145.81333333333333,16.636666666666667,2657.1,1,565.624,6.4983,34.4419,27.0539,NA,NA,NA,NA,NA,1.18,NA,NA,S237
S237-056-HC,2011-10-30T12:00:00.000Z,-145.81333333333333,16.636666666666667,2657.1,2,496.833,6.9618,34.4406,26.9899,NA,NA,NA,NA,NA,1.29,NA,NA,S237
S237-056-HC,2011-10-30T12:00:00.000Z,-145.81333333333333,16.636666666666667,2657.1,3,397.848,8.0974,34.4622,26.8431,NA,NA,NA,NA,NA,0.84,NA,NA,S237
S237-056-HC,2011-10-30T12:00:00.000Z,-145.81333333333333,16.636666666666667,2657.1,4,298.288,9.4244,34.4237,26.6036,NA,NA,NA,NA,NA,1.39,NA,NA,S237
S237-056-HC,2011-10-30T12:00:00.000Z,-145.81333333333333,16.636666666666667,2657.1,5,198.76,11.2991,34.2913,26.1739,NA,1.5426942389213034,47.561,NA,NA,2.31,NA,NA,S237
S237-056-HC,2011-10-30T12:00:00.000Z,-145.81333333333333,16.636666666666667,2657.1,6,148.99,14.3566,34.2488,25.536,0.105,0.7511661374337153,5.66,NA,NA,NA,NA,NA,S237
S237-056-HC,2011-10-30T12:00:00.000Z,-145.81333333333333,16.636666666666667,2657.1,7,98.942,20.7409,34.7374,24.3691,NA,NA,NA,NA,NA,NA,NA,NA,S237
S237-056-HC,2011-10-30T12:00:00.000Z,-145.81333333333333,16.636666666666667,2657.1,8,97.999,20.917,34.7489,24.3304,NA,NA,NA,NA,NA,NA,NA,NA,S237
S237-056-HC,2011-10-30T12:00:00.000Z,-145.81333333333333,16.636666666666667,2657.1,9,97.189,21.0377,34.7099,24.2679,NA,0.025598711070092907,2.001,NA,NA,4.69,NA,NA,S237
S237-056-HC,2011-10-30T12:00:00.000Z,-145.81333333333333,16.636666666666667,2657.1,10,49.136,25.3868,35.0066,23.2314,0.154,-0.04036196405387276,-0.09,NA,NA,NA,NA,NA,S237
S237-056-HC,2011-10-30T12:00:00.000Z,-145.81333333333333,16.636666666666667,2657.1,11,24.734,25.3908,34.9745,23.2043,0.087,-0.027994337468129203,-0.068,NA,NA,4.63,NA,NA,S237
S237-056-HC,2011-10-30T12:00:00.000Z,-145.81333333333333,16.636666666666667,2657.1,12,9.066,25.4297,34.9723,23.1895,0.076,-0.04860704844436848,0.36,NA,NA,NA,NA,NA,S237
S237-056-HC,2011-10-30T12:00:00.000Z,-145.81333333333333,16.636666666666667,2657.1,13,0,25.8,34.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,S237
