dttm,lon,lat,temp,sal,fluor,cdom_1min,xmiss_1min,depth,wind_sp,wind_dir,cruise
2011-10-05T00:00:14.000Z,-119.29306666666668,31.987566666666666,19.5334,33.5628,0.08,71.02,330.36,1767.93,13.04,300.53,S237
2011-10-05T01:00:14.000Z,-119.32416666666667,31.958333333333332,19.521,33.5656,0.08,71.02,392.51,1783.2,14.55,294.26,S237
2011-10-05T02:00:14.000Z,-119.35256666666666,31.9298,19.4709,33.5354,0.08,71.23,389.12,1237.17,14.13,297.24,S237
2011-10-05T03:00:15.000Z,-119.44003333333333,31.906016666666662,19.4477,33.5687,0.08,71.49,431.13,1857.56,12.75,300.77,S237
2011-10-05T04:00:15.000Z,-119.58228333333332,31.872166666666665,19.3546,33.4991,0.08,71.18,398.54,2530.4,10.86,296.21,S237
2011-10-05T05:00:15.000Z,-119.67876666666668,31.892,19.3871,33.5185,0.08,71.25,304.9,3388.66,5.8,243.34,S237
2011-10-05T06:00:15.000Z,-119.68901666666666,31.91726666666667,19.4237,33.5397,0.08,71.52,308.33,3205.01,8.75,255.78,S237
2011-10-05T07:00:15.000Z,-119.70696666666666,31.957199999999993,19.4222,33.5354,0.08,71.52,307,2750.78,12.29,268.29,S237
2011-10-05T08:00:15.000Z,-119.79263333333334,31.939733333333333,19.3914,33.5113,0.08,71.3,377.54,3478.97,11.59,252.51,S237
2011-10-05T09:00:16.000Z,-119.93260000000001,31.90345,18.454,33.3133,0.09,73.74,3367.48,3691.42,10.41,236.19,S237
2011-10-05T10:00:16.000Z,-120.06878333333333,31.85885,18.5489,33.2462,0.09,72.3,113.9,2845.43,10.79,222.67,S237
2011-10-05T11:00:16.000Z,-120.21326666666667,31.818366666666666,18.532,33.3471,0.09,74.93,104.92,3998.73,13.76,208.52,S237
2011-10-05T12:00:16.000Z,-120.30265,31.79725,18.6185,33.3106,0.09,74.74,118.1,3999.53,17.69,200.05,S237
2011-10-05T13:00:16.000Z,-120.37533333333333,31.792333333333335,18.6222,33.2311,0.09,72,114.74,3977.51,15.64,204.51,S237
2011-10-05T14:00:17.000Z,-120.46781666666665,31.800216666666664,19.0996,33.2697,0.08,71.39,97.05,3933.07,16.32,215.65,S237
2011-10-05T15:00:17.000Z,-120.53930000000001,31.820433333333337,19.1601,33.2685,0.08,71.3,97.34,3921.44,19.17,249.75,S237
2011-10-05T16:00:17.000Z,-120.56516666666667,31.864899999999995,19.0965,33.2588,0.08,71.11,88.72,3890.48,14.08,254.91,S237
2011-10-05T17:00:17.000Z,-120.56453333333333,31.850533333333335,19.1124,33.2501,0.07,71.12,110.93,3909.15,15.71,259.42,S237
2011-10-05T18:00:17.000Z,-120.54336666666669,31.856550000000002,19.1441,33.2568,0.07,71.03,96.66,3887.52,17.54,246.84,S237
2011-10-05T19:00:17.000Z,-120.52588333333333,31.885050000000003,18.9494,33.1999,0.08,71.18,91.03,3946.51,18.14,260,S237
2011-10-05T20:00:17.000Z,-120.54776666666666,31.92408333333334,18.7794,33.2111,0.08,71.8,90.26,682.89,19.34,259.41,S237
2011-10-05T21:00:17.000Z,-120.57000000000002,31.967216666666666,18.563,33.2642,0.1,73.64,95.57,5125.04,20.71,282.68,S237
2011-10-05T22:00:17.000Z,-120.5942,31.95325,18.6351,33.2455,0.09,72.26,149.49,6444.69,13.26,310.99,S237
2011-10-05T23:00:17.000Z,-120.60863333333333,31.92296666666667,18.6614,33.2334,0.09,71.77,123.63,2369.26,11.79,321.13,S237
2011-10-06T00:00:17.000Z,-120.66076666666667,31.896583333333336,18.7987,33.1922,0.08,71.03,144.8,3869.08,19.09,340.51,S237
2011-10-06T01:00:18.000Z,-120.77606666666668,31.86285,18.8673,33.1961,0.08,71.18,995.38,4027.48,20.33,313.28,S237
2011-10-06T02:00:18.000Z,-120.88518333333336,31.82528333333333,18.7225,33.1997,0.08,71.18,1065.85,4244.7,18.01,323.22,S237
2011-10-06T03:00:18.000Z,-120.92866666666666,31.785183333333332,19.2364,33.2435,0.08,71.62,1161.08,3676.38,16.14,316.9,S237
2011-10-06T04:00:18.000Z,-121.01704999999998,31.7326,19.2475,33.2583,0.08,71.48,1336.03,3720.34,13.63,332.99,S237
2011-10-06T05:00:18.000Z,-121.09961666666669,31.68715,19.1673,33.2597,0.08,71.57,1630.54,3750.96,17.43,312.68,S237
2011-10-06T06:00:18.000Z,-121.19116666666666,31.63998333333333,19.2531,33.2583,0.08,71.46,116.56,3898.14,15.3,312.86,S237
2011-10-06T07:00:18.000Z,-121.2448,31.60655,19.3921,33.2921,0.07,71.89,93.93,3897.35,14.38,315.09,S237
2011-10-06T08:00:19.000Z,-121.20601666666668,31.61938333333333,19.2332,33.2585,0.08,71.15,118.63,3967.87,16.51,306.31,S237
2011-10-06T09:00:19.000Z,-121.29496666666667,31.576900000000002,19.3453,33.2753,0.07,71.67,175.33,3935.15,21.55,323.99,S237
2011-10-06T10:00:19.000Z,-121.38489999999999,31.5361,19.3199,33.2701,0.07,71.72,541.35,3994.36,19.99,335.24,S237
2011-10-06T11:00:19.000Z,-121.48251666666665,31.49286666666667,19.2699,33.2452,0.07,71.28,875.36,4064.53,23.01,343.94,S237
2011-10-06T12:00:19.000Z,-121.58045,31.448916666666666,19.3303,33.2421,0.08,71.11,849.93,3631.24,19.16,325.58,S237
2011-10-06T13:00:19.000Z,-121.67586666666666,31.404550000000004,19.3329,33.1964,0.07,71.51,864.95,4053.45,20.58,336.42,S237
2011-10-06T14:00:19.000Z,-121.77631666666666,31.355333333333334,19.3972,33.2418,0.07,71.03,849.35,4129.94,22.11,340.92,S237
2011-10-06T15:00:20.000Z,-121.88601666666666,31.30448333333333,19.4238,33.3076,0.08,71,848.75,4175.58,18.01,348.22,S237
2011-10-06T16:00:20.000Z,-121.96914999999998,31.26086666666667,19.3707,33.2954,0.07,71.1,755.43,4060.91,20.02,339.38,S237
2011-10-06T17:00:20.000Z,-122.03674999999998,31.220183333333328,19.5055,33.3289,0.07,71.2,757.47,3946.96,17.13,332.51,S237
2011-10-06T18:00:20.000Z,-122.03153333333333,31.208066666666664,19.4748,33.3044,0.07,71.53,127.79,3886.04,12.46,346.31,S237
2011-10-06T19:00:20.000Z,-122.015,31.20103333333333,19.4317,33.2688,0.07,71.98,438.22,3722.38,15.98,309.29,S237
2011-10-06T20:00:20.000Z,-121.98118333333332,31.209766666666667,19.4205,33.2523,0.08,71.11,156.87,3703.67,11.98,312.97,S237
2011-10-06T21:00:20.000Z,-122.04921666666665,31.171000000000003,19.4327,33.2383,0.07,71.31,703.95,3506.38,12.97,328.99,S237
2011-10-06T22:00:20.000Z,-122.14781666666667,31.12428333333333,19.6499,33.322,0.07,71.23,726.15,3767.46,15.66,347.11,S237
2011-10-06T23:00:21.000Z,-122.14536666666667,31.09423333333333,19.6512,33.3297,0.07,71.69,726.36,4032,19.06,324.36,S237
2011-10-07T00:00:21.000Z,-122.2601,31.048016666666665,19.4256,33.2174,0.07,71.66,750.31,4214,22.87,331.13,S237
2011-10-07T01:00:21.000Z,-122.38208333333333,30.997916666666665,19.7544,33.3827,0.07,71.44,806.28,4069.37,24.37,349.59,S237
2011-10-07T02:00:21.000Z,-122.49651666666665,30.95161666666667,19.698,33.3592,0.07,71.48,733.65,3972.18,17.73,345.29,S237
2011-10-07T03:00:21.000Z,-122.6044,30.903066666666668,19.6302,33.3291,0.07,71.23,740.67,4137.49,18.91,354.25,S237
2011-10-07T04:00:21.000Z,-122.71815000000001,30.858033333333335,19.698,33.3311,0.07,71.1,199.42,3851.7,16.72,353.47,S237
2011-10-07T05:00:21.000Z,-122.80933333333331,30.810616666666668,19.5478,33.2674,0.07,71.25,97.11,4127.82,17.78,337.49,S237
2011-10-07T06:00:21.000Z,-122.75703333333334,30.816633333333332,19.6002,33.2949,0.08,71.11,105.18,4183.22,18.77,350.87,S237
2011-10-07T07:00:22.000Z,-122.71133333333333,30.81826666666667,19.6198,33.3118,0.07,71.16,183.9,4062.64,21.92,340.01,S237
2011-10-07T08:00:22.000Z,-122.81338333333332,30.76526666666667,19.5176,33.2581,0.07,71.9,177.74,4176.56,15.8,342.67,S237
2011-10-07T09:00:22.000Z,-122.92125,30.713116666666664,19.4882,33.2526,0.07,71.82,176.18,4293.33,20.08,353.51,S237
2011-10-07T10:00:22.000Z,-123.01473333333334,30.6862,19.6625,33.3354,0.07,72,182.83,4039.45,18.73,344.85,S237
2011-10-07T11:00:22.000Z,-123.10791666666667,30.650466666666663,19.6382,33.3096,0.07,71.9,175.26,3777.45,19.5,349.88,S237
2011-10-07T12:00:22.000Z,-123.19585,30.60481666666667,19.5125,33.2832,0.07,71.93,199.65,2353.51,20.25,347.87,S237
2011-10-07T13:00:22.000Z,-123.29346666666666,30.553299999999997,19.3618,33.2263,0.07,72.03,183.2,3212.71,21.67,352.66,S237
